,Country,Country code,Job,Avg. salary,Min. salary,Max. salary,Cities,Variation,Male percent,Female percent,Skills in demand
1086,CANADA,CA,Financial_Analyst,"C$59,331",C$43k , C$77k.,"Ottawa, Ontario",-4%,56.4%,43.2%,"['Budget Management', 'Forecasting', 'Budgeting', 'Financial Modeling', 'Financial Reporting', 'Financial Analysis', 'Data Analysis', 'Microsoft Excel', 'Accounting', 'Problem Solving']"
1087,CANADA,CA,Financial_Analyst,"C$59,331",C$43k , C$77k.,"Mississauga, Ontario",-5%,56.4%,43.2%,"['Budget Management', 'Forecasting', 'Budgeting', 'Financial Modeling', 'Financial Reporting', 'Financial Analysis', 'Data Analysis', 'Microsoft Excel', 'Accounting', 'Problem Solving']"
1088,CANADA,CA,Financial_Analyst,"C$59,331",C$43k , C$77k.,"Winnipeg, Manitoba",-16%,56.4%,43.2%,"['Budget Management', 'Forecasting', 'Budgeting', 'Financial Modeling', 'Financial Reporting', 'Financial Analysis', 'Data Analysis', 'Microsoft Excel', 'Accounting', 'Problem Solving']"
1089,CANADA,CA,Design_Architect,"C$65,660",C$48k , C$101k.,"Edmonton, Alberta",+19%,50.4%,48.9%,"['Microsoft Word', 'Microsoft Office', 'Design', 'Graphic Design', 'Project Management', 'Autodesk Revit Architecture', 'Autodesk AutoCAD', 'Adobe Photoshop', 'SketchUp', '3D Rendering']"
1090,CANADA,CA,Design_Architect,"C$65,660",C$48k , C$101k.,"Vancouver, British Columbia",+7%,50.4%,48.9%,"['Microsoft Word', 'Microsoft Office', 'Design', 'Graphic Design', 'Project Management', 'Autodesk Revit Architecture', 'Autodesk AutoCAD', 'Adobe Photoshop', 'SketchUp', '3D Rendering']"
1091,CANADA,CA,Design_Architect,"C$65,660",C$48k , C$101k.,"Toronto, Ontario",+2%,50.4%,48.9%,"['Microsoft Word', 'Microsoft Office', 'Design', 'Graphic Design', 'Project Management', 'Autodesk Revit Architecture', 'Autodesk AutoCAD', 'Adobe Photoshop', 'SketchUp', '3D Rendering']"
1092,CANADA,CA,Design_Architect,"C$65,660",C$48k , C$101k.,"Calgary, Alberta",-0%,50.4%,48.9%,"['Microsoft Word', 'Microsoft Office', 'Design', 'Graphic Design', 'Project Management', 'Autodesk Revit Architecture', 'Autodesk AutoCAD', 'Adobe Photoshop', 'SketchUp', '3D Rendering']"
1093,CANADA,CA,Design_Architect,"C$65,660",C$48k , C$101k.,"Winnipeg, Manitoba",-5%,50.4%,48.9%,"['Microsoft Word', 'Microsoft Office', 'Design', 'Graphic Design', 'Project Management', 'Autodesk Revit Architecture', 'Autodesk AutoCAD', 'Adobe Photoshop', 'SketchUp', '3D Rendering']"
1094,CANADA,CA,Design_Architect,"C$65,660",C$48k , C$101k.,"Ottawa, Ontario",-8%,50.4%,48.9%,"['Microsoft Word', 'Microsoft Office', 'Design', 'Graphic Design', 'Project Management', 'Autodesk Revit Architecture', 'Autodesk AutoCAD', 'Adobe Photoshop', 'SketchUp', '3D Rendering']"
1095,CANADA,CA,Design_Architect,"C$65,660",C$48k , C$101k.,"Montréal, Québec",-17%,50.4%,48.9%,"['Microsoft Word', 'Microsoft Office', 'Design', 'Graphic Design', 'Project Management', 'Autodesk Revit Architecture', 'Autodesk AutoCAD', 'Adobe Photoshop', 'SketchUp', '3D Rendering']"
1096,CANADA,CA,Environmental_Engineer,"C$62,921",C$48k , C$91k.,"Calgary, Alberta",+9%,55%,45%,"['Data Analysis', 'Project Management', 'Regulatory Compliance', 'Technical Writing', 'Environmental Compliance', 'Microsoft Excel', 'Microsoft Word', 'Engineering Design', 'Microsoft Office', 'Autodesk AutoCAD']"
1097,CANADA,CA,Environmental_Engineer,"C$62,921",C$48k , C$91k.,"Edmonton, Alberta",+8%,55%,45%,"['Data Analysis', 'Project Management', 'Regulatory Compliance', 'Technical Writing', 'Environmental Compliance', 'Microsoft Excel', 'Microsoft Word', 'Engineering Design', 'Microsoft Office', 'Autodesk AutoCAD']"
1098,CANADA,CA,Environmental_Engineer,"C$62,921",C$48k , C$91k.,"Waterloo, Ontario",+3%,55%,45%,"['Data Analysis', 'Project Management', 'Regulatory Compliance', 'Technical Writing', 'Environmental Compliance', 'Microsoft Excel', 'Microsoft Word', 'Engineering Design', 'Microsoft Office', 'Autodesk AutoCAD']"
1099,CANADA,CA,Environmental_Engineer,"C$62,921",C$48k , C$91k.,"Ottawa, Ontario",+1%,55%,45%,"['Data Analysis', 'Project Management', 'Regulatory Compliance', 'Technical Writing', 'Environmental Compliance', 'Microsoft Excel', 'Microsoft Word', 'Engineering Design', 'Microsoft Office', 'Autodesk AutoCAD']"
1100,CANADA,CA,Environmental_Engineer,"C$62,921",C$48k , C$91k.,"Vancouver, British Columbia",-2%,55%,45%,"['Data Analysis', 'Project Management', 'Regulatory Compliance', 'Technical Writing', 'Environmental Compliance', 'Microsoft Excel', 'Microsoft Word', 'Engineering Design', 'Microsoft Office', 'Autodesk AutoCAD']"
1101,CANADA,CA,Environmental_Engineer,"C$62,921",C$48k , C$91k.,"Saskatoon, Saskatchewan",-4%,55%,45%,"['Data Analysis', 'Project Management', 'Regulatory Compliance', 'Technical Writing', 'Environmental Compliance', 'Microsoft Excel', 'Microsoft Word', 'Engineering Design', 'Microsoft Office', 'Autodesk AutoCAD']"
1102,CANADA,CA,Environmental_Engineer,"C$62,921",C$48k , C$91k.,"Toronto, Ontario",-5%,55%,45%,"['Data Analysis', 'Project Management', 'Regulatory Compliance', 'Technical Writing', 'Environmental Compliance', 'Microsoft Excel', 'Microsoft Word', 'Engineering Design', 'Microsoft Office', 'Autodesk AutoCAD']"
1103,CANADA,CA,Professor%2C_Postsecondary_%2F_Higher_Education,"C$96,229",C$61k , C$166k.,"Edmonton, Alberta",+43%,43.1%,55.4%,"['Administration', 'Leadership', 'Research Analysis', 'Oral / Verbal Communication', 'Curriculum Planning', 'Writing Procedures & Documentation', 'Engineering Design', 'Course Design']"
1104,CANADA,CA,Professor%2C_Postsecondary_%2F_Higher_Education,"C$96,229",C$61k , C$166k.,"Calgary, Alberta",+30%,43.1%,55.4%,"['Administration', 'Leadership', 'Research Analysis', 'Oral / Verbal Communication', 'Curriculum Planning', 'Writing Procedures & Documentation', 'Engineering Design', 'Course Design']"
1105,CANADA,CA,Professor%2C_Postsecondary_%2F_Higher_Education,"C$96,229",C$61k , C$166k.,"Vancouver, British Columbia",+6%,43.1%,55.4%,"['Administration', 'Leadership', 'Research Analysis', 'Oral / Verbal Communication', 'Curriculum Planning', 'Writing Procedures & Documentation', 'Engineering Design', 'Course Design']"
1106,CANADA,CA,Professor%2C_Postsecondary_%2F_Higher_Education,"C$96,229",C$61k , C$166k.,"Ottawa, Ontario",+4%,43.1%,55.4%,"['Administration', 'Leadership', 'Research Analysis', 'Oral / Verbal Communication', 'Curriculum Planning', 'Writing Procedures & Documentation', 'Engineering Design', 'Course Design']"
1107,CANADA,CA,Professor%2C_Postsecondary_%2F_Higher_Education,"C$96,229",C$61k , C$166k.,"Toronto, Ontario",-3%,43.1%,55.4%,"['Administration', 'Leadership', 'Research Analysis', 'Oral / Verbal Communication', 'Curriculum Planning', 'Writing Procedures & Documentation', 'Engineering Design', 'Course Design']"
1108,CANADA,CA,Professor%2C_Postsecondary_%2F_Higher_Education,"C$96,229",C$61k , C$166k.,"London, Ontario",-19%,43.1%,55.4%,"['Administration', 'Leadership', 'Research Analysis', 'Oral / Verbal Communication', 'Curriculum Planning', 'Writing Procedures & Documentation', 'Engineering Design', 'Course Design']"
1109,CANADA,CA,Professor%2C_Postsecondary_%2F_Higher_Education,"C$96,229",C$61k , C$166k.,"Hamilton, Ontario",-25%,43.1%,55.4%,"['Administration', 'Leadership', 'Research Analysis', 'Oral / Verbal Communication', 'Curriculum Planning', 'Writing Procedures & Documentation', 'Engineering Design', 'Course Design']"
1110,CANADA,CA,Associate_Professor%2C_Postsecondary_%2F_Higher_Education,"C$115,684",C$72k , C$153k.,"Ottawa, Ontario",+21%,65%,32.5%,"['Course Design', 'Curriculum Planning', 'Research Analysis', 'Grant Writing', 'Public Speaking', 'People Management']"
1111,CANADA,CA,Associate_Professor%2C_Postsecondary_%2F_Higher_Education,"C$115,684",C$72k , C$153k.,"London, Ontario",+12%,65%,32.5%,"['Course Design', 'Curriculum Planning', 'Research Analysis', 'Grant Writing', 'Public Speaking', 'People Management']"
1112,CANADA,CA,Associate_Professor%2C_Postsecondary_%2F_Higher_Education,"C$115,684",C$72k , C$153k.,"Vancouver, British Columbia",+4%,65%,32.5%,"['Course Design', 'Curriculum Planning', 'Research Analysis', 'Grant Writing', 'Public Speaking', 'People Management']"
1113,CANADA,CA,Associate_Professor%2C_Postsecondary_%2F_Higher_Education,"C$115,684",C$72k , C$153k.,"Montréal, Québec",-10%,65%,32.5%,"['Course Design', 'Curriculum Planning', 'Research Analysis', 'Grant Writing', 'Public Speaking', 'People Management']"
1114,CANADA,CA,Associate_Professor%2C_Postsecondary_%2F_Higher_Education,"C$115,684",C$72k , C$153k.,"Toronto, Ontario",-11%,65%,32.5%,"['Course Design', 'Curriculum Planning', 'Research Analysis', 'Grant Writing', 'Public Speaking', 'People Management']"
1115,CANADA,CA,Associate_Professor%2C_Postsecondary_%2F_Higher_Education,"C$115,684",C$72k , C$153k.,"Winnipeg, Manitoba",-13%,65%,32.5%,"['Course Design', 'Curriculum Planning', 'Research Analysis', 'Grant Writing', 'Public Speaking', 'People Management']"
1116,CANADA,CA,General_Manager,"C$65,574",C$41k , C$124k.,"Calgary, Alberta",+98%,58.6%,41.4%,"['Business Development', 'Budget Management', 'People Management', 'Sales Management', 'Operations Management', 'Team Leadership', 'Accounts Receivable', 'Customer Service']"
1117,CANADA,CA,General_Manager,"C$65,574",C$41k , C$124k.,"Edmonton, Alberta",+5%,58.6%,41.4%,"['Business Development', 'Budget Management', 'People Management', 'Sales Management', 'Operations Management', 'Team Leadership', 'Accounts Receivable', 'Customer Service']"
1118,CANADA,CA,General_Manager,"C$65,574",C$41k , C$124k.,"Vancouver, British Columbia",+3%,58.6%,41.4%,"['Business Development', 'Budget Management', 'People Management', 'Sales Management', 'Operations Management', 'Team Leadership', 'Accounts Receivable', 'Customer Service']"
1119,CANADA,CA,General_Manager,"C$65,574",C$41k , C$124k.,"Winnipeg, Manitoba",+3%,58.6%,41.4%,"['Business Development', 'Budget Management', 'People Management', 'Sales Management', 'Operations Management', 'Team Leadership', 'Accounts Receivable', 'Customer Service']"
1120,CANADA,CA,General_Manager,"C$65,574",C$41k , C$124k.,"Toronto, Ontario",-8%,58.6%,41.4%,"['Business Development', 'Budget Management', 'People Management', 'Sales Management', 'Operations Management', 'Team Leadership', 'Accounts Receivable', 'Customer Service']"
1121,CANADA,CA,General_Manager,"C$65,574",C$41k , C$124k.,"Victoria, British Columbia",-9%,58.6%,41.4%,"['Business Development', 'Budget Management', 'People Management', 'Sales Management', 'Operations Management', 'Team Leadership', 'Accounts Receivable', 'Customer Service']"
1122,CANADA,CA,General_Manager,"C$65,574",C$41k , C$124k.,"London, Ontario",-21%,58.6%,41.4%,"['Business Development', 'Budget Management', 'People Management', 'Sales Management', 'Operations Management', 'Team Leadership', 'Accounts Receivable', 'Customer Service']"
1123,CANADA,CA,Deputy_General_Manager,"C$91,000",C$65k , C$120k.,"Toronto, Ontario",-7%,66.7%,33.3%,[]
1124,CANADA,CA,Network_Engineer,"C$70,614",C$47k , C$95k.,"Brampton, Ontario",+17%,90.5%,8.8%,"['Switches & Firewall Installation and Administration', 'Network Architecture / Design', 'Microsoft Word', 'Windows NT / 2000 / XP Networking', 'Switching and Routing', 'Internet Information Server (IIS)', 'Network Management / Administration', 'Microsoft Office', 'Network Support', 'Microsoft Exchange']"
1125,CANADA,CA,Network_Engineer,"C$70,614",C$47k , C$95k.,"Calgary, Alberta",+13%,90.5%,8.8%,"['Switches & Firewall Installation and Administration', 'Network Architecture / Design', 'Microsoft Word', 'Windows NT / 2000 / XP Networking', 'Switching and Routing', 'Internet Information Server (IIS)', 'Network Management / Administration', 'Microsoft Office', 'Network Support', 'Microsoft Exchange']"
1126,CANADA,CA,Network_Engineer,"C$70,614",C$47k , C$95k.,"London, Ontario",+2%,90.5%,8.8%,"['Switches & Firewall Installation and Administration', 'Network Architecture / Design', 'Microsoft Word', 'Windows NT / 2000 / XP Networking', 'Switching and Routing', 'Internet Information Server (IIS)', 'Network Management / Administration', 'Microsoft Office', 'Network Support', 'Microsoft Exchange']"
1127,CANADA,CA,Network_Engineer,"C$70,614",C$47k , C$95k.,"Toronto, Ontario",-0%,90.5%,8.8%,"['Switches & Firewall Installation and Administration', 'Network Architecture / Design', 'Microsoft Word', 'Windows NT / 2000 / XP Networking', 'Switching and Routing', 'Internet Information Server (IIS)', 'Network Management / Administration', 'Microsoft Office', 'Network Support', 'Microsoft Exchange']"
1128,CANADA,CA,Network_Engineer,"C$70,614",C$47k , C$95k.,"Montréal, Québec",-1%,90.5%,8.8%,"['Switches & Firewall Installation and Administration', 'Network Architecture / Design', 'Microsoft Word', 'Windows NT / 2000 / XP Networking', 'Switching and Routing', 'Internet Information Server (IIS)', 'Network Management / Administration', 'Microsoft Office', 'Network Support', 'Microsoft Exchange']"
1129,CANADA,CA,Network_Engineer,"C$70,614",C$47k , C$95k.,"Vancouver, British Columbia",-6%,90.5%,8.8%,"['Switches & Firewall Installation and Administration', 'Network Architecture / Design', 'Microsoft Word', 'Windows NT / 2000 / XP Networking', 'Switching and Routing', 'Internet Information Server (IIS)', 'Network Management / Administration', 'Microsoft Office', 'Network Support', 'Microsoft Exchange']"
1130,CANADA,CA,Network_Engineer,"C$70,614",C$47k , C$95k.,"Ottawa, Ontario",-12%,90.5%,8.8%,"['Switches & Firewall Installation and Administration', 'Network Architecture / Design', 'Microsoft Word', 'Windows NT / 2000 / XP Networking', 'Switching and Routing', 'Internet Information Server (IIS)', 'Network Management / Administration', 'Microsoft Office', 'Network Support', 'Microsoft Exchange']"
1131,CANADA,CA,Database_Administrator_(DBA),"C$67,999",C$43k , C$94k.,"Edmonton, Alberta",+21%,60.5%,39%,"['Oracle', 'Linux', 'Microsoft SQL Server', 'SQL', 'Performance Analysis', 'Database Administration', 'Windows Operating System General Use', 'Database Management & Reporting', 'Data Analysis', 'Microsoft Office']"
1132,CANADA,CA,Database_Administrator_(DBA),"C$67,999",C$43k , C$94k.,"Calgary, Alberta",+9%,60.5%,39%,"['Oracle', 'Linux', 'Microsoft SQL Server', 'SQL', 'Performance Analysis', 'Database Administration', 'Windows Operating System General Use', 'Database Management & Reporting', 'Data Analysis', 'Microsoft Office']"
1133,CANADA,CA,Database_Administrator_(DBA),"C$67,999",C$43k , C$94k.,"Montréal, Québec",+7%,60.5%,39%,"['Oracle', 'Linux', 'Microsoft SQL Server', 'SQL', 'Performance Analysis', 'Database Administration', 'Windows Operating System General Use', 'Database Management & Reporting', 'Data Analysis', 'Microsoft Office']"
1134,CANADA,CA,Database_Administrator_(DBA),"C$67,999",C$43k , C$94k.,"Toronto, Ontario",+3%,60.5%,39%,"['Oracle', 'Linux', 'Microsoft SQL Server', 'SQL', 'Performance Analysis', 'Database Administration', 'Windows Operating System General Use', 'Database Management & Reporting', 'Data Analysis', 'Microsoft Office']"
1135,CANADA,CA,Database_Administrator_(DBA),"C$67,999",C$43k , C$94k.,"Vancouver, British Columbia",+1%,60.5%,39%,"['Oracle', 'Linux', 'Microsoft SQL Server', 'SQL', 'Performance Analysis', 'Database Administration', 'Windows Operating System General Use', 'Database Management & Reporting', 'Data Analysis', 'Microsoft Office']"
1136,CANADA,CA,Database_Administrator_(DBA),"C$67,999",C$43k , C$94k.,"Ottawa, Ontario",-4%,60.5%,39%,"['Oracle', 'Linux', 'Microsoft SQL Server', 'SQL', 'Performance Analysis', 'Database Administration', 'Windows Operating System General Use', 'Database Management & Reporting', 'Data Analysis', 'Microsoft Office']"
1137,CANADA,CA,Database_Administrator_(DBA),"C$67,999",C$43k , C$94k.,"Winnipeg, Manitoba",-26%,60.5%,39%,"['Oracle', 'Linux', 'Microsoft SQL Server', 'SQL', 'Performance Analysis', 'Database Administration', 'Windows Operating System General Use', 'Database Management & Reporting', 'Data Analysis', 'Microsoft Office']"
1138,CANADA,CA,Data_Engineer,"C$79,777",C$54k , C$110k.,"Edmonton, Alberta",+17%,79.9%,20.1%,"['Apache Kafka', 'Apache Spark', 'Big Data Analytics', 'Amazon Web Services (AWS)', 'ETL (Extract, transform, load)', 'Apache Hadoop', 'Python', 'Data Analysis', 'SQL', 'Java']"
1139,CANADA,CA,Data_Engineer,"C$79,777",C$54k , C$110k.,"Toronto, Ontario",+5%,79.9%,20.1%,"['Apache Kafka', 'Apache Spark', 'Big Data Analytics', 'Amazon Web Services (AWS)', 'ETL (Extract, transform, load)', 'Apache Hadoop', 'Python', 'Data Analysis', 'SQL', 'Java']"
1140,CANADA,CA,Data_Engineer,"C$79,777",C$54k , C$110k.,"Vancouver, British Columbia",+3%,79.9%,20.1%,"['Apache Kafka', 'Apache Spark', 'Big Data Analytics', 'Amazon Web Services (AWS)', 'ETL (Extract, transform, load)', 'Apache Hadoop', 'Python', 'Data Analysis', 'SQL', 'Java']"
1141,CANADA,CA,Data_Engineer,"C$79,777",C$54k , C$110k.,"Ottawa, Ontario",+2%,79.9%,20.1%,"['Apache Kafka', 'Apache Spark', 'Big Data Analytics', 'Amazon Web Services (AWS)', 'ETL (Extract, transform, load)', 'Apache Hadoop', 'Python', 'Data Analysis', 'SQL', 'Java']"
1142,CANADA,CA,Data_Engineer,"C$79,777",C$54k , C$110k.,"Waterloo, Ontario",-0%,79.9%,20.1%,"['Apache Kafka', 'Apache Spark', 'Big Data Analytics', 'Amazon Web Services (AWS)', 'ETL (Extract, transform, load)', 'Apache Hadoop', 'Python', 'Data Analysis', 'SQL', 'Java']"
1143,CANADA,CA,Data_Engineer,"C$79,777",C$54k , C$110k.,"Montréal, Québec",-6%,79.9%,20.1%,"['Apache Kafka', 'Apache Spark', 'Big Data Analytics', 'Amazon Web Services (AWS)', 'ETL (Extract, transform, load)', 'Apache Hadoop', 'Python', 'Data Analysis', 'SQL', 'Java']"
1144,CANADA,CA,Data_Engineer,"C$79,777",C$54k , C$110k.,"Calgary, Alberta",-22%,79.9%,20.1%,"['Apache Kafka', 'Apache Spark', 'Big Data Analytics', 'Amazon Web Services (AWS)', 'ETL (Extract, transform, load)', 'Apache Hadoop', 'Python', 'Data Analysis', 'SQL', 'Java']"
1145,CANADA,CA,Test_%2F_Quality_Assurance_(QA)_Engineer_(Computer_Software),"C$60,027",C$41k , C$84k.,"Calgary, Alberta",+11%,65.3%,34.3%,"['Python', 'Linux', 'Java', 'Test Automation', 'C# Programming Language', 'Regression Testing', 'Microsoft SQL Server', 'Selenium Automated Test Tool', 'Microsoft Word', 'HTML']"
1146,CANADA,CA,Test_%2F_Quality_Assurance_(QA)_Engineer_(Computer_Software),"C$60,027",C$41k , C$84k.,"Burnaby, British Columbia",+9%,65.3%,34.3%,"['Python', 'Linux', 'Java', 'Test Automation', 'C# Programming Language', 'Regression Testing', 'Microsoft SQL Server', 'Selenium Automated Test Tool', 'Microsoft Word', 'HTML']"
1147,CANADA,CA,Test_%2F_Quality_Assurance_(QA)_Engineer_(Computer_Software),"C$60,027",C$41k , C$84k.,"Ottawa, Ontario",+7%,65.3%,34.3%,"['Python', 'Linux', 'Java', 'Test Automation', 'C# Programming Language', 'Regression Testing', 'Microsoft SQL Server', 'Selenium Automated Test Tool', 'Microsoft Word', 'HTML']"
1148,CANADA,CA,Test_%2F_Quality_Assurance_(QA)_Engineer_(Computer_Software),"C$60,027",C$41k , C$84k.,"Toronto, Ontario",+4%,65.3%,34.3%,"['Python', 'Linux', 'Java', 'Test Automation', 'C# Programming Language', 'Regression Testing', 'Microsoft SQL Server', 'Selenium Automated Test Tool', 'Microsoft Word', 'HTML']"
1149,CANADA,CA,Test_%2F_Quality_Assurance_(QA)_Engineer_(Computer_Software),"C$60,027",C$41k , C$84k.,"Vancouver, British Columbia",-4%,65.3%,34.3%,"['Python', 'Linux', 'Java', 'Test Automation', 'C# Programming Language', 'Regression Testing', 'Microsoft SQL Server', 'Selenium Automated Test Tool', 'Microsoft Word', 'HTML']"
1150,CANADA,CA,Test_%2F_Quality_Assurance_(QA)_Engineer_(Computer_Software),"C$60,027",C$41k , C$84k.,"Montréal, Québec",-8%,65.3%,34.3%,"['Python', 'Linux', 'Java', 'Test Automation', 'C# Programming Language', 'Regression Testing', 'Microsoft SQL Server', 'Selenium Automated Test Tool', 'Microsoft Word', 'HTML']"
1151,CANADA,CA,Test_%2F_Quality_Assurance_(QA)_Engineer_(Computer_Software),"C$60,027",C$41k , C$84k.,"Halifax, Nova Scotia",-22%,65.3%,34.3%,"['Python', 'Linux', 'Java', 'Test Automation', 'C# Programming Language', 'Regression Testing', 'Microsoft SQL Server', 'Selenium Automated Test Tool', 'Microsoft Word', 'HTML']"
1152,CANADA,CA,Lead_Software_Engineer,"C$99,092",C$73k , C$130k.,"Vancouver, British Columbia",+10%,93.2%,6.8%,"['Software Development', 'Software Architecture', 'Java', 'JavaScript', 'Python', 'C++ Programming Language', 'C# Programming Language', 'SQL', '.NET', 'ASP.NET Framework']"
1153,CANADA,CA,Lead_Software_Engineer,"C$99,092",C$73k , C$130k.,"Toronto, Ontario",+5%,93.2%,6.8%,"['Software Development', 'Software Architecture', 'Java', 'JavaScript', 'Python', 'C++ Programming Language', 'C# Programming Language', 'SQL', '.NET', 'ASP.NET Framework']"
1154,CANADA,CA,Lead_Software_Engineer,"C$99,092",C$73k , C$130k.,"Ottawa, Ontario",+2%,93.2%,6.8%,"['Software Development', 'Software Architecture', 'Java', 'JavaScript', 'Python', 'C++ Programming Language', 'C# Programming Language', 'SQL', '.NET', 'ASP.NET Framework']"
1155,CANADA,CA,Lead_Software_Engineer,"C$99,092",C$73k , C$130k.,"Victoria, British Columbia",+1%,93.2%,6.8%,"['Software Development', 'Software Architecture', 'Java', 'JavaScript', 'Python', 'C++ Programming Language', 'C# Programming Language', 'SQL', '.NET', 'ASP.NET Framework']"
1156,CANADA,CA,Lead_Software_Engineer,"C$99,092",C$73k , C$130k.,"Calgary, Alberta",-0%,93.2%,6.8%,"['Software Development', 'Software Architecture', 'Java', 'JavaScript', 'Python', 'C++ Programming Language', 'C# Programming Language', 'SQL', '.NET', 'ASP.NET Framework']"
1157,CANADA,CA,Lead_Software_Engineer,"C$99,092",C$73k , C$130k.,"Montréal, Québec",-8%,93.2%,6.8%,"['Software Development', 'Software Architecture', 'Java', 'JavaScript', 'Python', 'C++ Programming Language', 'C# Programming Language', 'SQL', '.NET', 'ASP.NET Framework']"
1158,CANADA,CA,Lead_Software_Engineer,"C$99,092",C$73k , C$130k.,"Winnipeg, Manitoba",-19%,93.2%,6.8%,"['Software Development', 'Software Architecture', 'Java', 'JavaScript', 'Python', 'C++ Programming Language', 'C# Programming Language', 'SQL', '.NET', 'ASP.NET Framework']"
1159,CANADA,CA,Web_Developer,"C$53,508",C$39k , C$74k.,"Toronto, Ontario",+9%,77.2%,22.3%,"['React.js', 'Angular.js', 'JavaScript', 'Web Development', 'Wordpress', 'PHP', 'Cascading Style Sheets (CSS)', 'HTML5', 'HTML', 'jQuery']"
1160,CANADA,CA,Web_Developer,"C$53,508",C$39k , C$74k.,"Edmonton, Alberta",+8%,77.2%,22.3%,"['React.js', 'Angular.js', 'JavaScript', 'Web Development', 'Wordpress', 'PHP', 'Cascading Style Sheets (CSS)', 'HTML5', 'HTML', 'jQuery']"
1161,CANADA,CA,Web_Developer,"C$53,508",C$39k , C$74k.,"Vancouver, British Columbia",+5%,77.2%,22.3%,"['React.js', 'Angular.js', 'JavaScript', 'Web Development', 'Wordpress', 'PHP', 'Cascading Style Sheets (CSS)', 'HTML5', 'HTML', 'jQuery']"
1162,CANADA,CA,Web_Developer,"C$53,508",C$39k , C$74k.,"Ottawa, Ontario",+3%,77.2%,22.3%,"['React.js', 'Angular.js', 'JavaScript', 'Web Development', 'Wordpress', 'PHP', 'Cascading Style Sheets (CSS)', 'HTML5', 'HTML', 'jQuery']"
1163,CANADA,CA,Web_Developer,"C$53,508",C$39k , C$74k.,"Calgary, Alberta",-1%,77.2%,22.3%,"['React.js', 'Angular.js', 'JavaScript', 'Web Development', 'Wordpress', 'PHP', 'Cascading Style Sheets (CSS)', 'HTML5', 'HTML', 'jQuery']"
1164,CANADA,CA,Web_Developer,"C$53,508",C$39k , C$74k.,"Montréal, Québec",-4%,77.2%,22.3%,"['React.js', 'Angular.js', 'JavaScript', 'Web Development', 'Wordpress', 'PHP', 'Cascading Style Sheets (CSS)', 'HTML5', 'HTML', 'jQuery']"
1165,CANADA,CA,Web_Developer,"C$53,508",C$39k , C$74k.,"London, Ontario",-15%,77.2%,22.3%,"['React.js', 'Angular.js', 'JavaScript', 'Web Development', 'Wordpress', 'PHP', 'Cascading Style Sheets (CSS)', 'HTML5', 'HTML', 'jQuery']"
1166,CANADA,CA,Front_End_Developer_%2F_Engineer,"C$60,558",C$43k , C$87k.,"Vancouver, British Columbia",+8%,75%,25%,"['React.js', 'Node.js', 'Angular.js', 'JavaScript', 'Web Development', 'Cascading Style Sheets (CSS)', 'HTML5', 'HTML', 'jQuery', 'Wordpress']"
1167,CANADA,CA,Front_End_Developer_%2F_Engineer,"C$60,558",C$43k , C$87k.,"Toronto, Ontario",+2%,75%,25%,"['React.js', 'Node.js', 'Angular.js', 'JavaScript', 'Web Development', 'Cascading Style Sheets (CSS)', 'HTML5', 'HTML', 'jQuery', 'Wordpress']"
1168,CANADA,CA,Front_End_Developer_%2F_Engineer,"C$60,558",C$43k , C$87k.,"Ottawa, Ontario",+1%,75%,25%,"['React.js', 'Node.js', 'Angular.js', 'JavaScript', 'Web Development', 'Cascading Style Sheets (CSS)', 'HTML5', 'HTML', 'jQuery', 'Wordpress']"
1169,CANADA,CA,Front_End_Developer_%2F_Engineer,"C$60,558",C$43k , C$87k.,"Calgary, Alberta",+1%,75%,25%,"['React.js', 'Node.js', 'Angular.js', 'JavaScript', 'Web Development', 'Cascading Style Sheets (CSS)', 'HTML5', 'HTML', 'jQuery', 'Wordpress']"
1170,CANADA,CA,Front_End_Developer_%2F_Engineer,"C$60,558",C$43k , C$87k.,"Montréal, Québec",-3%,75%,25%,"['React.js', 'Node.js', 'Angular.js', 'JavaScript', 'Web Development', 'Cascading Style Sheets (CSS)', 'HTML5', 'HTML', 'jQuery', 'Wordpress']"
1171,CANADA,CA,Front_End_Developer_%2F_Engineer,"C$60,558",C$43k , C$87k.,"Edmonton, Alberta",-4%,75%,25%,"['React.js', 'Node.js', 'Angular.js', 'JavaScript', 'Web Development', 'Cascading Style Sheets (CSS)', 'HTML5', 'HTML', 'jQuery', 'Wordpress']"
1172,CANADA,CA,Front_End_Developer_%2F_Engineer,"C$60,558",C$43k , C$87k.,"Winnipeg, Manitoba",-19%,75%,25%,"['React.js', 'Node.js', 'Angular.js', 'JavaScript', 'Web Development', 'Cascading Style Sheets (CSS)', 'HTML5', 'HTML', 'jQuery', 'Wordpress']"
1173,CANADA,CA,.NET_Software_Developer_%2F_Programmer,"C$65,212",C$45k , C$86k.,"Vancouver, British Columbia",+10%,81.6%,17.8%,"['.NET', 'SQL', 'C# Programming Language', 'ASP.NET Framework', 'Model-view-controller (MVC)', 'JavaScript', 'HTML', 'jQuery', 'Cascading Style Sheets (CSS)', 'VB.Net']"
1174,CANADA,CA,.NET_Software_Developer_%2F_Programmer,"C$65,212",C$45k , C$86k.,"Toronto, Ontario",+8%,81.6%,17.8%,"['.NET', 'SQL', 'C# Programming Language', 'ASP.NET Framework', 'Model-view-controller (MVC)', 'JavaScript', 'HTML', 'jQuery', 'Cascading Style Sheets (CSS)', 'VB.Net']"
