,Country,Country code,Job,Avg. salary,Min. salary,Max. salary,Cities,Variation,Male percent,Female percent,Skills in demand,convert
294,AUSTRALIA,AU,Accountant,58025,AU$43k , AU$81k.,"Melbourne, Victoria",+1%,38.3%,61.6%,"['Financial Analysis', 'Account Management', 'Payroll Administration', 'General Ledger Accounting', 'Financial Reporting', 'Accounts Payable', 'Accounts Receivable', 'Tax Compliance', 'Bookkeeping', 'Tax Preparation']",0.73
295,AUSTRALIA,AU,Accountant,58025,AU$43k , AU$81k.,"Gold Coast, Queensland",-1%,38.3%,61.6%,"['Financial Analysis', 'Account Management', 'Payroll Administration', 'General Ledger Accounting', 'Financial Reporting', 'Accounts Payable', 'Accounts Receivable', 'Tax Compliance', 'Bookkeeping', 'Tax Preparation']",0.73
296,AUSTRALIA,AU,Accountant,58025,AU$43k , AU$81k.,"Brisbane, Queensland",-3%,38.3%,61.6%,"['Financial Analysis', 'Account Management', 'Payroll Administration', 'General Ledger Accounting', 'Financial Reporting', 'Accounts Payable', 'Accounts Receivable', 'Tax Compliance', 'Bookkeeping', 'Tax Preparation']",0.73
297,AUSTRALIA,AU,Accountant,58025,AU$43k , AU$81k.,"Adelaide, South Australia",-7%,38.3%,61.6%,"['Financial Analysis', 'Account Management', 'Payroll Administration', 'General Ledger Accounting', 'Financial Reporting', 'Accounts Payable', 'Accounts Receivable', 'Tax Compliance', 'Bookkeeping', 'Tax Preparation']",0.73
298,AUSTRALIA,AU,Accountant,58025,AU$43k , AU$81k.,"Newcastle, New South Wales",-9%,38.3%,61.6%,"['Financial Analysis', 'Account Management', 'Payroll Administration', 'General Ledger Accounting', 'Financial Reporting', 'Accounts Payable', 'Accounts Receivable', 'Tax Compliance', 'Bookkeeping', 'Tax Preparation']",0.73
299,AUSTRALIA,AU,Finance_Manager,95250,AU$63k , AU$138k.,"Sydney, New South Wales",+12%,32.3%,67.4%,"['People Management', 'Financial Analysis', 'Forecasting', 'Budgeting', 'Financial Reporting', 'Accounting', 'Microsoft Excel', 'Microsoft Office', 'Microsoft Word', 'Payroll Administration']",0.73
300,AUSTRALIA,AU,Finance_Manager,95250,AU$63k , AU$138k.,"Perth, Western Australia",+5%,32.3%,67.4%,"['People Management', 'Financial Analysis', 'Forecasting', 'Budgeting', 'Financial Reporting', 'Accounting', 'Microsoft Excel', 'Microsoft Office', 'Microsoft Word', 'Payroll Administration']",0.73
301,AUSTRALIA,AU,Finance_Manager,95250,AU$63k , AU$138k.,"Melbourne, Victoria",+2%,32.3%,67.4%,"['People Management', 'Financial Analysis', 'Forecasting', 'Budgeting', 'Financial Reporting', 'Accounting', 'Microsoft Excel', 'Microsoft Office', 'Microsoft Word', 'Payroll Administration']",0.73
302,AUSTRALIA,AU,Finance_Manager,95250,AU$63k , AU$138k.,"Brisbane, Queensland",+2%,32.3%,67.4%,"['People Management', 'Financial Analysis', 'Forecasting', 'Budgeting', 'Financial Reporting', 'Accounting', 'Microsoft Excel', 'Microsoft Office', 'Microsoft Word', 'Payroll Administration']",0.73
303,AUSTRALIA,AU,Finance_Manager,95250,AU$63k , AU$138k.,"Bendigo, Victoria",-14%,32.3%,67.4%,"['People Management', 'Financial Analysis', 'Forecasting', 'Budgeting', 'Financial Reporting', 'Accounting', 'Microsoft Excel', 'Microsoft Office', 'Microsoft Word', 'Payroll Administration']",0.73
304,AUSTRALIA,AU,Finance_Manager,95250,AU$63k , AU$138k.,"Adelaide, South Australia",-15%,32.3%,67.4%,"['People Management', 'Financial Analysis', 'Forecasting', 'Budgeting', 'Financial Reporting', 'Accounting', 'Microsoft Excel', 'Microsoft Office', 'Microsoft Word', 'Payroll Administration']",0.73
305,AUSTRALIA,AU,Finance_Manager,95250,AU$63k , AU$138k.,"Gold Coast, Queensland",-20%,32.3%,67.4%,"['People Management', 'Financial Analysis', 'Forecasting', 'Budgeting', 'Financial Reporting', 'Accounting', 'Microsoft Excel', 'Microsoft Office', 'Microsoft Word', 'Payroll Administration']",0.73
306,AUSTRALIA,AU,Chartered_Accountant,72028,AU$54k , AU$108k.,"Newcastle, New South Wales",+13%,43.4%,56.6%,"['Account Management', 'Accounting', 'Budget Management', 'Bookkeeping', 'Financial Analysis', 'Tax Compliance', 'Financial Reporting', 'Tax Preparation']",0.73
307,AUSTRALIA,AU,Chartered_Accountant,72028,AU$54k , AU$108k.,"Cairns, Queensland",+11%,43.4%,56.6%,"['Account Management', 'Accounting', 'Budget Management', 'Bookkeeping', 'Financial Analysis', 'Tax Compliance', 'Financial Reporting', 'Tax Preparation']",0.73
308,AUSTRALIA,AU,Chartered_Accountant,72028,AU$54k , AU$108k.,"Perth, Western Australia",+10%,43.4%,56.6%,"['Account Management', 'Accounting', 'Budget Management', 'Bookkeeping', 'Financial Analysis', 'Tax Compliance', 'Financial Reporting', 'Tax Preparation']",0.73
309,AUSTRALIA,AU,Chartered_Accountant,72028,AU$54k , AU$108k.,"Sydney, New South Wales",+5%,43.4%,56.6%,"['Account Management', 'Accounting', 'Budget Management', 'Bookkeeping', 'Financial Analysis', 'Tax Compliance', 'Financial Reporting', 'Tax Preparation']",0.73
310,AUSTRALIA,AU,Chartered_Accountant,72028,AU$54k , AU$108k.,"Adelaide, South Australia",-3%,43.4%,56.6%,"['Account Management', 'Accounting', 'Budget Management', 'Bookkeeping', 'Financial Analysis', 'Tax Compliance', 'Financial Reporting', 'Tax Preparation']",0.73
311,AUSTRALIA,AU,Chartered_Accountant,72028,AU$54k , AU$108k.,"Melbourne, Victoria",-8%,43.4%,56.6%,"['Account Management', 'Accounting', 'Budget Management', 'Bookkeeping', 'Financial Analysis', 'Tax Compliance', 'Financial Reporting', 'Tax Preparation']",0.73
312,AUSTRALIA,AU,Chartered_Accountant,72028,AU$54k , AU$108k.,"Brisbane, Queensland",-9%,43.4%,56.6%,"['Account Management', 'Accounting', 'Budget Management', 'Bookkeeping', 'Financial Analysis', 'Tax Compliance', 'Financial Reporting', 'Tax Preparation']",0.73
313,AUSTRALIA,AU,Financial_Analyst,74625,AU$53k , AU$101k.,"Perth, Western Australia",+12%,60%,40%,"['Forecasting', 'Financial Modeling', 'Data Analysis', 'Budgeting', 'Microsoft Excel', 'Accounting']",0.73
314,AUSTRALIA,AU,Financial_Analyst,74625,AU$53k , AU$101k.,"Hobart, Tasmania",+7%,60%,40%,"['Forecasting', 'Financial Modeling', 'Data Analysis', 'Budgeting', 'Microsoft Excel', 'Accounting']",0.73
315,AUSTRALIA,AU,Financial_Analyst,74625,AU$53k , AU$101k.,"Melbourne, Victoria",+1%,60%,40%,"['Forecasting', 'Financial Modeling', 'Data Analysis', 'Budgeting', 'Microsoft Excel', 'Accounting']",0.73
316,AUSTRALIA,AU,Financial_Analyst,74625,AU$53k , AU$101k.,"Sydney, New South Wales",-1%,60%,40%,"['Forecasting', 'Financial Modeling', 'Data Analysis', 'Budgeting', 'Microsoft Excel', 'Accounting']",0.73
317,AUSTRALIA,AU,Financial_Analyst,74625,AU$53k , AU$101k.,"Brisbane, Queensland",-3%,60%,40%,"['Forecasting', 'Financial Modeling', 'Data Analysis', 'Budgeting', 'Microsoft Excel', 'Accounting']",0.73
318,AUSTRALIA,AU,Financial_Analyst,74625,AU$53k , AU$101k.,"Adelaide, South Australia",-6%,60%,40%,"['Forecasting', 'Financial Modeling', 'Data Analysis', 'Budgeting', 'Microsoft Excel', 'Accounting']",0.73
319,AUSTRALIA,AU,Financial_Analyst,74625,AU$53k , AU$101k.,"Gold Coast, Queensland",-33%,60%,40%,"['Forecasting', 'Financial Modeling', 'Data Analysis', 'Budgeting', 'Microsoft Excel', 'Accounting']",0.73
320,AUSTRALIA,AU,Design_Architect,64710,AU$51k , AU$99k.,"Brisbane, Queensland",+7%,51.9%,48.1%,"['Project Management', 'Design', 'Autodesk Revit Architecture', 'Microsoft Office', 'Autodesk AutoCAD', 'Microsoft Word', 'GRAPHISOFT ArchiCAD', 'Adobe Photoshop', '3D Rendering', 'Graphic Design']",0.73
321,AUSTRALIA,AU,Design_Architect,64710,AU$51k , AU$99k.,"Adelaide, South Australia",+4%,51.9%,48.1%,"['Project Management', 'Design', 'Autodesk Revit Architecture', 'Microsoft Office', 'Autodesk AutoCAD', 'Microsoft Word', 'GRAPHISOFT ArchiCAD', 'Adobe Photoshop', '3D Rendering', 'Graphic Design']",0.73
322,AUSTRALIA,AU,Design_Architect,64710,AU$51k , AU$99k.,"Sydney, New South Wales",-0%,51.9%,48.1%,"['Project Management', 'Design', 'Autodesk Revit Architecture', 'Microsoft Office', 'Autodesk AutoCAD', 'Microsoft Word', 'GRAPHISOFT ArchiCAD', 'Adobe Photoshop', '3D Rendering', 'Graphic Design']",0.73
323,AUSTRALIA,AU,Design_Architect,64710,AU$51k , AU$99k.,"Melbourne, Victoria",-0%,51.9%,48.1%,"['Project Management', 'Design', 'Autodesk Revit Architecture', 'Microsoft Office', 'Autodesk AutoCAD', 'Microsoft Word', 'GRAPHISOFT ArchiCAD', 'Adobe Photoshop', '3D Rendering', 'Graphic Design']",0.73
324,AUSTRALIA,AU,Design_Architect,64710,AU$51k , AU$99k.,"Perth, Western Australia",-3%,51.9%,48.1%,"['Project Management', 'Design', 'Autodesk Revit Architecture', 'Microsoft Office', 'Autodesk AutoCAD', 'Microsoft Word', 'GRAPHISOFT ArchiCAD', 'Adobe Photoshop', '3D Rendering', 'Graphic Design']",0.73
325,AUSTRALIA,AU,Design_Architect,64710,AU$51k , AU$99k.,"Newcastle, New South Wales",-3%,51.9%,48.1%,"['Project Management', 'Design', 'Autodesk Revit Architecture', 'Microsoft Office', 'Autodesk AutoCAD', 'Microsoft Word', 'GRAPHISOFT ArchiCAD', 'Adobe Photoshop', '3D Rendering', 'Graphic Design']",0.73
326,AUSTRALIA,AU,Design_Architect,64710,AU$51k , AU$99k.,"Gold Coast, Queensland",-16%,51.9%,48.1%,"['Project Management', 'Design', 'Autodesk Revit Architecture', 'Microsoft Office', 'Autodesk AutoCAD', 'Microsoft Word', 'GRAPHISOFT ArchiCAD', 'Adobe Photoshop', '3D Rendering', 'Graphic Design']",0.73
327,AUSTRALIA,AU,Environmental_Engineer,71290,AU$54k , AU$100k.,"Perth, Western Australia",+4%,66.7%,32.1%,"['Geographic Information Systems (GIS)', 'Technical Writing', 'Project Management', 'Environmental Compliance', 'Environmental Consulting', 'Engineering Design', 'Microsoft Word', 'Microsoft Office']",0.73
328,AUSTRALIA,AU,Environmental_Engineer,71290,AU$54k , AU$100k.,"Adelaide, South Australia",+3%,66.7%,32.1%,"['Geographic Information Systems (GIS)', 'Technical Writing', 'Project Management', 'Environmental Compliance', 'Environmental Consulting', 'Engineering Design', 'Microsoft Word', 'Microsoft Office']",0.73
329,AUSTRALIA,AU,Environmental_Engineer,71290,AU$54k , AU$100k.,"Melbourne, Victoria",+2%,66.7%,32.1%,"['Geographic Information Systems (GIS)', 'Technical Writing', 'Project Management', 'Environmental Compliance', 'Environmental Consulting', 'Engineering Design', 'Microsoft Word', 'Microsoft Office']",0.73
330,AUSTRALIA,AU,Environmental_Engineer,71290,AU$54k , AU$100k.,"Sydney, New South Wales",-2%,66.7%,32.1%,"['Geographic Information Systems (GIS)', 'Technical Writing', 'Project Management', 'Environmental Compliance', 'Environmental Consulting', 'Engineering Design', 'Microsoft Word', 'Microsoft Office']",0.73
331,AUSTRALIA,AU,Environmental_Engineer,71290,AU$54k , AU$100k.,"Brisbane, Queensland",-6%,66.7%,32.1%,"['Geographic Information Systems (GIS)', 'Technical Writing', 'Project Management', 'Environmental Compliance', 'Environmental Consulting', 'Engineering Design', 'Microsoft Word', 'Microsoft Office']",0.73
332,AUSTRALIA,AU,Environmental_Engineer,71290,AU$54k , AU$100k.,"Newcastle, New South Wales",-14%,66.7%,32.1%,"['Geographic Information Systems (GIS)', 'Technical Writing', 'Project Management', 'Environmental Compliance', 'Environmental Consulting', 'Engineering Design', 'Microsoft Word', 'Microsoft Office']",0.73
333,AUSTRALIA,AU,Professor%2C_Postsecondary_%2F_Higher_Education,177610,AU$91k , AU$216k.,"Sydney, New South Wales",+8%,55.6%,44.4%,"['Oral / Verbal Communication', 'Research Analysis']",0.73
334,AUSTRALIA,AU,Professor%2C_Postsecondary_%2F_Higher_Education,177610,AU$91k , AU$216k.,"Canberra, Australian Capital Territory (ACT)",+1%,55.6%,44.4%,"['Oral / Verbal Communication', 'Research Analysis']",0.73
335,AUSTRALIA,AU,Professor%2C_Postsecondary_%2F_Higher_Education,177610,AU$91k , AU$216k.,"Melbourne, Victoria",-0%,55.6%,44.4%,"['Oral / Verbal Communication', 'Research Analysis']",0.73
336,AUSTRALIA,AU,Professor%2C_Postsecondary_%2F_Higher_Education,177610,AU$91k , AU$216k.,"Adelaide, South Australia",-0%,55.6%,44.4%,"['Oral / Verbal Communication', 'Research Analysis']",0.73
337,AUSTRALIA,AU,Professor%2C_Postsecondary_%2F_Higher_Education,177610,AU$91k , AU$216k.,"Brisbane, Queensland",-1%,55.6%,44.4%,"['Oral / Verbal Communication', 'Research Analysis']",0.73
338,AUSTRALIA,AU,Associate_Professor%2C_Postsecondary_%2F_Higher_Education,146560,AU$103k , AU$170k.,"Sydney, New South Wales",-1%,58.3%,41.7%,"['Grant Writing', 'Research Analysis']",0.73
339,AUSTRALIA,AU,Associate_Professor%2C_Postsecondary_%2F_Higher_Education,146560,AU$103k , AU$170k.,"Melbourne, Victoria",-2%,58.3%,41.7%,"['Grant Writing', 'Research Analysis']",0.73
340,AUSTRALIA,AU,Associate_Professor%2C_Postsecondary_%2F_Higher_Education,146560,AU$103k , AU$170k.,"Brisbane, Queensland",-10%,58.3%,41.7%,"['Grant Writing', 'Research Analysis']",0.73
341,AUSTRALIA,AU,General_Manager,116766,AU$69k , AU$203k.,"Sydney, New South Wales",+12%,66%,34%,"['Leadership', 'Sales Management', 'Project Management', 'Business Management', 'Business Development', 'Budget Management', 'Team Leadership', 'People Management', 'Operations Management', 'Customer Service']",0.73
342,AUSTRALIA,AU,General_Manager,116766,AU$69k , AU$203k.,"Brisbane, Queensland",+11%,66%,34%,"['Leadership', 'Sales Management', 'Project Management', 'Business Management', 'Business Development', 'Budget Management', 'Team Leadership', 'People Management', 'Operations Management', 'Customer Service']",0.73
343,AUSTRALIA,AU,General_Manager,116766,AU$69k , AU$203k.,"Perth, Western Australia",+3%,66%,34%,"['Leadership', 'Sales Management', 'Project Management', 'Business Management', 'Business Development', 'Budget Management', 'Team Leadership', 'People Management', 'Operations Management', 'Customer Service']",0.73
344,AUSTRALIA,AU,General_Manager,116766,AU$69k , AU$203k.,"Melbourne, Victoria",-0%,66%,34%,"['Leadership', 'Sales Management', 'Project Management', 'Business Management', 'Business Development', 'Budget Management', 'Team Leadership', 'People Management', 'Operations Management', 'Customer Service']",0.73
345,AUSTRALIA,AU,General_Manager,116766,AU$69k , AU$203k.,"Adelaide, South Australia",-10%,66%,34%,"['Leadership', 'Sales Management', 'Project Management', 'Business Management', 'Business Development', 'Budget Management', 'Team Leadership', 'People Management', 'Operations Management', 'Customer Service']",0.73
346,AUSTRALIA,AU,Deputy_General_Manager,117520,AU$55k , AU$248k.,"Sydney, New South Wales",+28%,57.1%,42.9%,['Operations Management'],0.73
347,AUSTRALIA,AU,Deputy_General_Manager,117520,AU$55k , AU$248k.,"Melbourne, Victoria",-12%,57.1%,42.9%,['Operations Management'],0.73
348,AUSTRALIA,AU,Network_Engineer,77949,AU$54k , AU$112k.,"Canberra, Australian Capital Territory (ACT)",+14%,93.1%,6.9%,"['Network Architecture / Design', 'Telecommunications', 'Switches & Firewall Installation and Administration', 'Cisco Networking', 'Linux', 'Windows Operating System General Use', 'Network Management / Administration', 'Microsoft Exchange', 'Network Support', 'Microsoft Office']",0.73
349,AUSTRALIA,AU,Network_Engineer,77949,AU$54k , AU$112k.,"Perth, Western Australia",+3%,93.1%,6.9%,"['Network Architecture / Design', 'Telecommunications', 'Switches & Firewall Installation and Administration', 'Cisco Networking', 'Linux', 'Windows Operating System General Use', 'Network Management / Administration', 'Microsoft Exchange', 'Network Support', 'Microsoft Office']",0.73
350,AUSTRALIA,AU,Network_Engineer,77949,AU$54k , AU$112k.,"Canberra, Australian Capital Territory",+3%,93.1%,6.9%,"['Network Architecture / Design', 'Telecommunications', 'Switches & Firewall Installation and Administration', 'Cisco Networking', 'Linux', 'Windows Operating System General Use', 'Network Management / Administration', 'Microsoft Exchange', 'Network Support', 'Microsoft Office']",0.73
351,AUSTRALIA,AU,Network_Engineer,77949,AU$54k , AU$112k.,"Sydney, New South Wales",+2%,93.1%,6.9%,"['Network Architecture / Design', 'Telecommunications', 'Switches & Firewall Installation and Administration', 'Cisco Networking', 'Linux', 'Windows Operating System General Use', 'Network Management / Administration', 'Microsoft Exchange', 'Network Support', 'Microsoft Office']",0.73
352,AUSTRALIA,AU,Network_Engineer,77949,AU$54k , AU$112k.,"Brisbane, Queensland",+1%,93.1%,6.9%,"['Network Architecture / Design', 'Telecommunications', 'Switches & Firewall Installation and Administration', 'Cisco Networking', 'Linux', 'Windows Operating System General Use', 'Network Management / Administration', 'Microsoft Exchange', 'Network Support', 'Microsoft Office']",0.73
353,AUSTRALIA,AU,Network_Engineer,77949,AU$54k , AU$112k.,"Adelaide, South Australia",-2%,93.1%,6.9%,"['Network Architecture / Design', 'Telecommunications', 'Switches & Firewall Installation and Administration', 'Cisco Networking', 'Linux', 'Windows Operating System General Use', 'Network Management / Administration', 'Microsoft Exchange', 'Network Support', 'Microsoft Office']",0.73
354,AUSTRALIA,AU,Network_Engineer,77949,AU$54k , AU$112k.,"Melbourne, Victoria",-9%,93.1%,6.9%,"['Network Architecture / Design', 'Telecommunications', 'Switches & Firewall Installation and Administration', 'Cisco Networking', 'Linux', 'Windows Operating System General Use', 'Network Management / Administration', 'Microsoft Exchange', 'Network Support', 'Microsoft Office']",0.73
355,AUSTRALIA,AU,Database_Administrator_(DBA),72289,AU$50k , AU$111k.,"Perth, Western Australia",+14%,53.2%,46.8%,"['Oracle', 'SQL', 'Microsoft SQL Server', 'Windows Operating System General Use', 'Data Analysis', 'Database Administration', 'Microsoft Access', 'Microsoft Excel', 'Microsoft Office', 'Database Management & Reporting']",0.73
356,AUSTRALIA,AU,Database_Administrator_(DBA),72289,AU$50k , AU$111k.,"Canberra, Australian Capital Territory (ACT)",+9%,53.2%,46.8%,"['Oracle', 'SQL', 'Microsoft SQL Server', 'Windows Operating System General Use', 'Data Analysis', 'Database Administration', 'Microsoft Access', 'Microsoft Excel', 'Microsoft Office', 'Database Management & Reporting']",0.73
357,AUSTRALIA,AU,Database_Administrator_(DBA),72289,AU$50k , AU$111k.,"Sydney, New South Wales",+5%,53.2%,46.8%,"['Oracle', 'SQL', 'Microsoft SQL Server', 'Windows Operating System General Use', 'Data Analysis', 'Database Administration', 'Microsoft Access', 'Microsoft Excel', 'Microsoft Office', 'Database Management & Reporting']",0.73
358,AUSTRALIA,AU,Database_Administrator_(DBA),72289,AU$50k , AU$111k.,"Hobart, Tasmania",+5%,53.2%,46.8%,"['Oracle', 'SQL', 'Microsoft SQL Server', 'Windows Operating System General Use', 'Data Analysis', 'Database Administration', 'Microsoft Access', 'Microsoft Excel', 'Microsoft Office', 'Database Management & Reporting']",0.73
359,AUSTRALIA,AU,Database_Administrator_(DBA),72289,AU$50k , AU$111k.,"Melbourne, Victoria",+4%,53.2%,46.8%,"['Oracle', 'SQL', 'Microsoft SQL Server', 'Windows Operating System General Use', 'Data Analysis', 'Database Administration', 'Microsoft Access', 'Microsoft Excel', 'Microsoft Office', 'Database Management & Reporting']",0.73
360,AUSTRALIA,AU,Database_Administrator_(DBA),72289,AU$50k , AU$111k.,"Adelaide, South Australia",+1%,53.2%,46.8%,"['Oracle', 'SQL', 'Microsoft SQL Server', 'Windows Operating System General Use', 'Data Analysis', 'Database Administration', 'Microsoft Access', 'Microsoft Excel', 'Microsoft Office', 'Database Management & Reporting']",0.73
361,AUSTRALIA,AU,Database_Administrator_(DBA),72289,AU$50k , AU$111k.,"Brisbane, Queensland",-6%,53.2%,46.8%,"['Oracle', 'SQL', 'Microsoft SQL Server', 'Windows Operating System General Use', 'Data Analysis', 'Database Administration', 'Microsoft Access', 'Microsoft Excel', 'Microsoft Office', 'Database Management & Reporting']",0.73
362,AUSTRALIA,AU,Data_Engineer,101124,AU$61k , AU$135k.,"Perth, Western Australia",+18%,80.4%,19.6%,"['Amazon Web Services (AWS)', 'Apache Hadoop', 'ETL (Extract, transform, load)', 'Apache Spark', 'Big Data Analytics', 'Data Warehouse', 'SQL', 'Python', 'Data Analysis', 'Software Development']",0.73
363,AUSTRALIA,AU,Data_Engineer,101124,AU$61k , AU$135k.,"Brisbane, Queensland",+12%,80.4%,19.6%,"['Amazon Web Services (AWS)', 'Apache Hadoop', 'ETL (Extract, transform, load)', 'Apache Spark', 'Big Data Analytics', 'Data Warehouse', 'SQL', 'Python', 'Data Analysis', 'Software Development']",0.73
364,AUSTRALIA,AU,Data_Engineer,101124,AU$61k , AU$135k.,"Melbourne, Victoria",+7%,80.4%,19.6%,"['Amazon Web Services (AWS)', 'Apache Hadoop', 'ETL (Extract, transform, load)', 'Apache Spark', 'Big Data Analytics', 'Data Warehouse', 'SQL', 'Python', 'Data Analysis', 'Software Development']",0.73
365,AUSTRALIA,AU,Data_Engineer,101124,AU$61k , AU$135k.,"Sydney, New South Wales",+1%,80.4%,19.6%,"['Amazon Web Services (AWS)', 'Apache Hadoop', 'ETL (Extract, transform, load)', 'Apache Spark', 'Big Data Analytics', 'Data Warehouse', 'SQL', 'Python', 'Data Analysis', 'Software Development']",0.73
366,AUSTRALIA,AU,Data_Engineer,101124,AU$61k , AU$135k.,"Adelaide, South Australia",-1%,80.4%,19.6%,"['Amazon Web Services (AWS)', 'Apache Hadoop', 'ETL (Extract, transform, load)', 'Apache Spark', 'Big Data Analytics', 'Data Warehouse', 'SQL', 'Python', 'Data Analysis', 'Software Development']",0.73
367,AUSTRALIA,AU,Test_%2F_Quality_Assurance_(QA)_Engineer_(Computer_Software),68398,AU$48k , AU$92k.,"Adelaide, South Australia",+6%,47.2%,50.6%,"['C++ Programming Language', 'System Testing', 'Test Planning', 'Selenium Automated Test Tool', 'Python', 'Test Automation', 'HTML', 'Software Test', 'Regression Testing', 'Black Box Testing']",0.73
368,AUSTRALIA,AU,Test_%2F_Quality_Assurance_(QA)_Engineer_(Computer_Software),68398,AU$48k , AU$92k.,"Melbourne, Victoria",+1%,47.2%,50.6%,"['C++ Programming Language', 'System Testing', 'Test Planning', 'Selenium Automated Test Tool', 'Python', 'Test Automation', 'HTML', 'Software Test', 'Regression Testing', 'Black Box Testing']",0.73
369,AUSTRALIA,AU,Test_%2F_Quality_Assurance_(QA)_Engineer_(Computer_Software),68398,AU$48k , AU$92k.,"Sydney, New South Wales",-5%,47.2%,50.6%,"['C++ Programming Language', 'System Testing', 'Test Planning', 'Selenium Automated Test Tool', 'Python', 'Test Automation', 'HTML', 'Software Test', 'Regression Testing', 'Black Box Testing']",0.73
370,AUSTRALIA,AU,Test_%2F_Quality_Assurance_(QA)_Engineer_(Computer_Software),68398,AU$48k , AU$92k.,"Brisbane, Queensland",-7%,47.2%,50.6%,"['C++ Programming Language', 'System Testing', 'Test Planning', 'Selenium Automated Test Tool', 'Python', 'Test Automation', 'HTML', 'Software Test', 'Regression Testing', 'Black Box Testing']",0.73
371,AUSTRALIA,AU,Test_%2F_Quality_Assurance_(QA)_Engineer_(Computer_Software),68398,AU$48k , AU$92k.,"Perth, Western Australia",-15%,47.2%,50.6%,"['C++ Programming Language', 'System Testing', 'Test Planning', 'Selenium Automated Test Tool', 'Python', 'Test Automation', 'HTML', 'Software Test', 'Regression Testing', 'Black Box Testing']",0.73
372,AUSTRALIA,AU,Lead_Software_Engineer,122122,AU$90k , AU$159k.,"Melbourne, Victoria",+3%,91.7%,6%,"['Amazon Web Services (AWS)', 'Python', 'Software Development', 'Software Architecture', 'React.js', 'C# Programming Language', 'C++ Programming Language', 'SQL', 'PHP', 'Java/J2EE']",0.73
373,AUSTRALIA,AU,Lead_Software_Engineer,122122,AU$90k , AU$159k.,"Sydney, New South Wales",-0%,91.7%,6%,"['Amazon Web Services (AWS)', 'Python', 'Software Development', 'Software Architecture', 'React.js', 'C# Programming Language', 'C++ Programming Language', 'SQL', 'PHP', 'Java/J2EE']",0.73
374,AUSTRALIA,AU,Lead_Software_Engineer,122122,AU$90k , AU$159k.,"Brisbane, Queensland",-2%,91.7%,6%,"['Amazon Web Services (AWS)', 'Python', 'Software Development', 'Software Architecture', 'React.js', 'C# Programming Language', 'C++ Programming Language', 'SQL', 'PHP', 'Java/J2EE']",0.73
375,AUSTRALIA,AU,Lead_Software_Engineer,122122,AU$90k , AU$159k.,"Perth, Western Australia",-12%,91.7%,6%,"['Amazon Web Services (AWS)', 'Python', 'Software Development', 'Software Architecture', 'React.js', 'C# Programming Language', 'C++ Programming Language', 'SQL', 'PHP', 'Java/J2EE']",0.73
376,AUSTRALIA,AU,Lead_Software_Engineer,122122,AU$90k , AU$159k.,"Adelaide, South Australia",-19%,91.7%,6%,"['Amazon Web Services (AWS)', 'Python', 'Software Development', 'Software Architecture', 'React.js', 'C# Programming Language', 'C++ Programming Language', 'SQL', 'PHP', 'Java/J2EE']",0.73
377,AUSTRALIA,AU,Lead_Software_Engineer,122122,AU$90k , AU$159k.,"Canberra, Australian Capital Territory (ACT)",-22%,91.7%,6%,"['Amazon Web Services (AWS)', 'Python', 'Software Development', 'Software Architecture', 'React.js', 'C# Programming Language', 'C++ Programming Language', 'SQL', 'PHP', 'Java/J2EE']",0.73
378,AUSTRALIA,AU,Web_Developer,61691,AU$46k , AU$87k.,"Canberra, Australian Capital Territory (ACT)",+17%,85.6%,14.1%,"['React.js', 'MySQL', 'HTML5', 'PHP', 'Cascading Style Sheets (CSS)', 'jQuery', 'C# Programming Language', 'HTML', 'e-Commerce', 'Wordpress']",0.73
379,AUSTRALIA,AU,Web_Developer,61691,AU$46k , AU$87k.,"Sydney, New South Wales",+8%,85.6%,14.1%,"['React.js', 'MySQL', 'HTML5', 'PHP', 'Cascading Style Sheets (CSS)', 'jQuery', 'C# Programming Language', 'HTML', 'e-Commerce', 'Wordpress']",0.73
380,AUSTRALIA,AU,Web_Developer,61691,AU$46k , AU$87k.,"Melbourne, Victoria",+1%,85.6%,14.1%,"['React.js', 'MySQL', 'HTML5', 'PHP', 'Cascading Style Sheets (CSS)', 'jQuery', 'C# Programming Language', 'HTML', 'e-Commerce', 'Wordpress']",0.73
381,AUSTRALIA,AU,Web_Developer,61691,AU$46k , AU$87k.,"Brisbane, Queensland",-3%,85.6%,14.1%,"['React.js', 'MySQL', 'HTML5', 'PHP', 'Cascading Style Sheets (CSS)', 'jQuery', 'C# Programming Language', 'HTML', 'e-Commerce', 'Wordpress']",0.73
382,AUSTRALIA,AU,Web_Developer,61691,AU$46k , AU$87k.,"Adelaide, South Australia",-4%,85.6%,14.1%,"['React.js', 'MySQL', 'HTML5', 'PHP', 'Cascading Style Sheets (CSS)', 'jQuery', 'C# Programming Language', 'HTML', 'e-Commerce', 'Wordpress']",0.73
383,AUSTRALIA,AU,Web_Developer,61691,AU$46k , AU$87k.,"Perth, Western Australia",-5%,85.6%,14.1%,"['React.js', 'MySQL', 'HTML5', 'PHP', 'Cascading Style Sheets (CSS)', 'jQuery', 'C# Programming Language', 'HTML', 'e-Commerce', 'Wordpress']",0.73
384,AUSTRALIA,AU,Web_Developer,61691,AU$46k , AU$87k.,"Gold Coast, Queensland",-11%,85.6%,14.1%,"['React.js', 'MySQL', 'HTML5', 'PHP', 'Cascading Style Sheets (CSS)', 'jQuery', 'C# Programming Language', 'HTML', 'e-Commerce', 'Wordpress']",0.73
